file,line,category,text_repr
dashboard/_tmp_analytics_scripts.js,125,comment,'// ?\x80?\x80 珥덇린???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_analytics_scripts.js,127,comment,'  // 留덉폆 踰꾪듉'
dashboard/_tmp_analytics_scripts.js,131,comment,'  // 湲곌컙 踰꾪듉'
dashboard/_tmp_analytics_scripts.js,136,comment,'  // ?좎쭨 ?명뭼 蹂듭썝'
dashboard/_tmp_analytics_scripts.js,143,comment,'// ?\x80?\x80 ?먮룞 ?덈줈怨좎묠 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_analytics_scripts.js,163,string/template,"""        { label: '以묐┰', data: d.neutral, borderColor: '#38bdf8', backgroundColor: 'rgba(56,189,248,0.14)', borderWidth: 3, pointRadius: 3, pointHoverRadius: 5, pointBackgroundColor: '#38bdf8', tension: 0.35, fill: false, borderDash: [6, 4] },"""
dashboard/_tmp_analytics_scripts.js,182,comment,'  // 紐⑤뱶蹂??뚯씠釉?  const modes = d.modes || {};'
dashboard/_tmp_analytics_scripts.js,201,comment,'  // 援먰썕'
dashboard/_tmp_analytics_scripts.js,215,comment,'  // Brain ?곹깭 移대뱶'
dashboard/_tmp_analytics_scripts.js,218,string/template,"'      踰꾩쟾 ${d.version || \'-\'} &nbsp;|&nbsp; ${d.trained_days || 0}???숈뒿 &nbsp;|&nbsp; ?μ꽭: <span style=""color:var(--text)"">${koRegime(d.regime)}</span>'"
dashboard/_tmp_analytics_scripts.js,220,string/template,"'    <div style=""font-family:var(--mono);font-size:11px;color:var(--muted);margin-bottom:4px"">留덉?留??낅뜲?댄듃</div>'"
dashboard/_tmp_analytics_scripts.js,222,string/template,"'    <div style=""font-size:11px;font-weight:600;letter-spacing:1.5px;color:var(--muted);margin-bottom:10px"">遺꾩꽍媛\x80 ?곸쨷瑜?/div>'"
dashboard/_tmp_analytics_scripts.js,239,comment,'  // 遺꾩꽍媛\x80 ?깃낵 ?곸꽭'
dashboard/_tmp_analytics_scripts.js,250,string/template,"""        const lbl = k === 'bull' ? '?윟 Bull 遺꾩꽍媛\x80' : k === 'bear' ? '?뵶 Bear 遺꾩꽍媛\x80' : '??Neutral 遺꾩꽍媛\x80';"""
dashboard/_tmp_analytics_scripts.js,256,string/template,"'            <div>?곸쨷瑜?<span style=""color:${col}"">${rate}%</span></div>'"
dashboard/_tmp_analytics_scripts.js,257,string/template,"'            <div>珥??먮떒 <span style=""color:var(--text)"">${v.total || 0}??/span></div>'"
dashboard/_tmp_analytics_scripts.js,259,string/template,"'            ${v.recent_streak !== undefined ? `<div>理쒓렐 ?곗냽 <span style=""color:var(--text)"">${v.recent_streak}</span></div>` : \'\'}'"
dashboard/_tmp_analytics_scripts.js,267,comment,'  // ?꾨왂蹂??깃낵 (brain??strategy ?꾨뱶 ?덉쓣 寃쎌슦)'
dashboard/_tmp_analytics_scripts.js,283,string/template,"""  ['蹂\x80?숈꽦?뚰뙆', '媛?닃由?, '紐⑤찘?\x80', '?됯퇏?뚭?', '釉뚮줈而ㅻ룞湲고솕'].forEach(name => {"""
dashboard/_tmp_analytics_scripts.js,318,comment,'  // 硫뷀? ?ㅻ뜑'
dashboard/_tmp_analytics_scripts.js,323,comment,'  // 寃곌낵 諭껋?'
dashboard/_tmp_analytics_scripts.js,330,comment,'  // ?뚯씠釉?rows'
dashboard/_tmp_analytics_scripts.js,347,comment,'      // 遺꾩꽍媛\x80 ?댁쑀 tooltip'
dashboard/_tmp_analytics_scripts.js,368,comment,'  // ?꾩쟻 援먰썕'
dashboard/_tmp_history_scripts.js,2,comment,'// ?\x80?\x80 怨듯넻 ?곹깭 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_history_scripts.js,58,comment,'// ?\x80?\x80 ?щ㎎???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_history_scripts.js,112,comment,'// ?\x80?\x80 ?쒓퀎 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_history_scripts.js,125,comment,'// ?\x80?\x80 珥덇린???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_history_scripts.js,127,comment,'  // 留덉폆 踰꾪듉'
dashboard/_tmp_history_scripts.js,131,comment,'  // 湲곌컙 踰꾪듉'
dashboard/_tmp_history_scripts.js,136,comment,'  // ?좎쭨 ?명뭼 蹂듭썝'
dashboard/_tmp_history_scripts.js,143,comment,'// ?\x80?\x80 ?먮룞 ?덈줈怨좎묠 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_history_scripts.js,156,string/template,"""    cardLabels[0].textContent = '泥?궛 ?밸쪧';"""
dashboard/_tmp_history_scripts.js,157,string/template,"""    cardLabels[1].textContent = '泥?궛 ?먯씡 ?⑷퀎';"""
dashboard/_tmp_history_scripts.js,158,string/template,"""    cardLabels[2].textContent = '?됯퇏 泥?궛 ?먯씡瑜?;"""
dashboard/_tmp_history_scripts.js,159,string/template,"""    cardLabels[3].textContent = '泥?궛 嫄곕옒 ??;"""
dashboard/_tmp_history_scripts.js,163,string/template,'    cardSubs[1].textContent = `${d.wins || 0}??/ ${d.losses || 0}??쨌 留ㅻ룄 ?꾨즺 湲곗?`;'
dashboard/_tmp_history_scripts.js,164,string/template,'    cardSubs[2].textContent = `${d.days || 0} 嫄곕옒??쨌 泥?궛 湲곗?`;'
dashboard/_tmp_history_scripts.js,165,string/template,"""    cardSubs[3].textContent = '留ㅻ룄 ?꾨즺 1嫄대떦 ?됯퇏';"""
dashboard/_tmp_history_scripts.js,166,string/template,"""    cardSubs[4] && (cardSubs[4].textContent = '留ㅻ룄 ?꾨즺 嫄댁닔');"""
dashboard/_tmp_history_scripts.js,172,string/template,"""  document.getElementById('h-win-detail').textContent = `${d.wins || 0}??/ ${d.losses || 0}??쨌 留ㅻ룄 ?꾨즺 湲곗?`;"""
dashboard/_tmp_history_scripts.js,177,string/template,"""  document.getElementById('h-days').textContent = `${d.days || 0} 嫄곕옒??쨌 泥?궛 湲곗?`;"""
dashboard/_tmp_history_scripts.js,187,string/template,'      ? `?꾩옱 ?좏깮 ?쒖옣(${MARKET}) 湲곗? 留ㅻ룄 ?꾨즺 嫄곕옒媛\x80 ?놁뒿?덈떎`'
dashboard/_tmp_history_scripts.js,188,string/template,"""      : '湲곗?: 留ㅻ룄 ?꾨즺 嫄곕옒留?吏묎퀎';"""
dashboard/_tmp_history_scripts.js,235,string/template,"""    historyTitles[1].textContent = '?붾퀎 泥?궛 ?먯씡';"""
dashboard/_tmp_history_scripts.js,236,string/template,"""    historyTitles[2].textContent = '?붾퀎 泥?궛 ?깃낵 ?붿빟';"""
dashboard/_tmp_history_scripts.js,239,comment,'  // ?붾퀎 李⑦듃'
dashboard/_tmp_history_scripts.js,266,comment,"""  // ?뚯씠釉?  const tbody = document.getElementById('monthly-tbody');"""
dashboard/_tmp_today_scripts.js,2,comment,'// ?\x80?\x80 怨듯넻 ?곹깭 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts.js,58,comment,'// ?\x80?\x80 ?щ㎎???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts.js,112,comment,'// ?\x80?\x80 ?쒓퀎 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts.js,125,comment,'// ?\x80?\x80 珥덇린???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts.js,127,comment,'  // 留덉폆 踰꾪듉'
dashboard/_tmp_today_scripts.js,131,comment,'  // 湲곌컙 踰꾪듉'
dashboard/_tmp_today_scripts.js,136,comment,'  // ?좎쭨 ?명뭼 蹂듭썝'
dashboard/_tmp_today_scripts.js,143,comment,'// ?\x80?\x80 ?먮룞 ?덈줈怨좎묠 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts.js,570,comment,'  // ?좏깮 ?????꾨낫 紐⑸줉 (?묓엺 ?뺥깭)'
dashboard/_tmp_today_scripts.js,1113,string/template,"""    entry_signal: '吏꾩엯 ?좏샇',"""
dashboard/_tmp_today_scripts.js,1114,string/template,"""    entry_skip: '吏꾩엯 蹂대쪟',"""
dashboard/_tmp_today_scripts.js,1116,string/template,"""    signal_blocked: '?좏샇 李⑤떒',"""
dashboard/_tmp_today_scripts.js,1117,string/template,"""    buy_filled: '留ㅼ닔 泥닿껐',"""
dashboard/_tmp_today_scripts.js,1118,string/template,"""    sell_filled: '留ㅻ룄 泥닿껐',"""
dashboard/_tmp_today_scripts.js,1119,string/template,"""    trailing: '異붿쟻以?,"""
dashboard/_tmp_today_scripts.js,1120,string/template,"""    waiting: '?\x80湲?,"""
dashboard/_tmp_today_scripts.js,1121,string/template,"""    cycle_error: '泥섎━ ?ㅻ쪟'"""
dashboard/_tmp_today_scripts.js,1124,string/template,"""    already_holding: '?대? 蹂댁쑀以?,"""
dashboard/_tmp_today_scripts.js,1125,string/template,"""    pending_order: '誘몄껜寃?二쇰Ц',"""
dashboard/_tmp_today_scripts.js,1126,string/template,"""    invalid_price: '媛\x80寃??ㅻ쪟',"""
dashboard/_tmp_today_scripts.js,1129,string/template,"""    trail_stop: '異붿쟻 ?먯젅',"""
dashboard/_tmp_today_scripts.js,1131,string/template,"""    max_hold: '蹂댁쑀 湲곌컙 留뚮즺',"""
dashboard/_tmp_today_scripts.js,1132,string/template,"""    session_close: '?λ쭏媛??뺤궛',"""
dashboard/_tmp_today_scripts.js,1133,string/template,"""    live_position: '釉뚮줈而??붽퀬 諛섏쁺',"""
dashboard/_tmp_today_scripts.js,1134,string/template,"""    us_order_blocked: '誘멸뎅 二쇰Ц 李⑤떒'"""
dashboard/_tmp_today_scripts.js,1148,string/template,"""      `?ㅻ뒛 ?⑹쓽: ${koMode(judgments.consensus.mode || '-')}`,"""
dashboard/_tmp_today_scripts.js,1161,string/template,"""      `${ch.analyst || 'analyst'} ?섍껄 蹂\x80寃?,"""
dashboard/_tmp_today_scripts.js,1183,string/template,"""      `${koReason(s.reason || '-') }<br>媛\x80寃? ${priceTxt}`,"""
dashboard/_tmp_today_scripts.js,1199,string/template,"""    let detail = `${koReason(t.reason || '-') }<br>媛\x80寃? ${priceTxt}`;"""
dashboard/_tmp_today_scripts.js,1205,string/template,'      detail += `<br>留ㅼ닔媛\x80 ${buyPriceTxt} 쨌 留ㅼ닔珥앹븸 ${buyTotalTxt}<br>留ㅻ룄珥앹븸 ${sellTotalTxt} 쨌 ?먰솕?먯씡 ${pnlKrwTxt}`;'
dashboard/_tmp_today_scripts.js,1210,string/template,'        detail += `<br>留ㅼ닔珥앹븸 ${tradeTotalTxt}`;'
dashboard/_tmp_today_scripts.js,1215,string/template,"""      `${t.display_ticker || t.ticker || '-'} ${t.side || '-'} ${t.qty || 0}二?,"""
